FID,SRC_AGENCY,FIRE_ID,LATITUDE,LONGITUDE,YEAR,MONTH,DAY,REP_DATE,OUT_DATE,SIZE_HA,CAUSE,ECOZONE,ECOZ_REF,ECOZ_NAME,ECOZ_NOM
187640,AB,MWF036,59.122133,-111.158783,2015,6,6,2015-06-06 00:00:00,2015-06-06 00:00:00,0.01,L,5,5a,Taiga Shield West,Taiga du Bouclier
187641,AB,MWF052,59.6531,-110.343233,2015,6,24,2015-06-24 00:00:00,2015-11-12 00:00:00,24458.0,L,5,5a,Taiga Shield West,Taiga du Bouclier
187642,AB,MWF054,59.081333,-110.849717,2015,6,24,2015-06-24 00:00:00,2015-06-24 00:00:00,0.01,L,5,5a,Taiga Shield West,Taiga du Bouclier
187643,AB,MWF055,59.3535,-110.506667,2015,6,24,2015-06-24 00:00:00,2015-06-24 00:00:00,0.1,L,5,5a,Taiga Shield West,Taiga du Bouclier
187644,AB,MWF058,59.044483,-110.816367,2015,6,24,2015-06-24 00:00:00,2015-06-24 00:00:00,0.01,L,5,5a,Taiga Shield West,Taiga du Bouclier
187645,AB,MWF059,59.043217,-110.740333,2015,6,24,2015-06-24 00:00:00,2015-06-25 00:00:00,0.01,L,5,5a,Taiga Shield West,Taiga du Bouclier
187646,AB,MWF060,59.380567,-110.643783,2015,6,24,2015-06-24 00:00:00,2015-06-24 00:00:00,0.01,L,5,5a,Taiga Shield West,Taiga du Bouclier
187647,AB,MWF061,59.322833,-110.481217,2015,6,24,2015-06-24 00:00:00,2015-07-04 00:00:00,0.01,L,5,5a,Taiga Shield West,Taiga du Bouclier
187648,AB,MWF063,59.034567,-110.777183,2015,6,24,2015-06-24 00:00:00,2015-06-24 00:00:00,0.1,L,5,5a,Taiga Shield West,Taiga du Bouclier
187649,AB,MWF070,59.0236,-110.78535,2015,6,24,2015-06-24 00:00:00,2015-06-24 00:00:00,0.01,L,5,5a,Taiga Shield West,Taiga du Bouclier
187650,AB,MWF084,59.130667,-110.711433,2015,6,25,2015-06-25 00:00:00,2015-07-04 00:00:00,2.4,L,5,5a,Taiga Shield West,Taiga du Bouclier
187651,AB,MWF091,59.051,-110.78875,2015,6,25,2015-06-25 00:00:00,2015-08-08 00:00:00,1127.8,L,5,5a,Taiga Shield West,Taiga du Bouclier
187652,AB,MWF100,59.07155,-110.612083,2015,6,26,2015-06-26 00:00:00,2015-06-27 00:00:00,0.9,L,5,5a,Taiga Shield West,Taiga du Bouclier
187653,AB,MWF106,59.251483,-111.30285,2015,6,27,2015-06-27 00:00:00,2015-11-12 00:00:00,956.4,L,5,5a,Taiga Shield West,Taiga du Bouclier
187654,AB,MWF112,59.791853,-111.186955,2015,6,28,2015-06-28 00:00:00,2015-07-17 00:00:00,53.0,L,5,5a,Taiga Shield West,Taiga du Bouclier
187655,AB,MWF122,59.648586,-111.394622,2015,7,2,2015-07-02 00:00:00,2015-08-05 00:00:00,52.9,L,5,5a,Taiga Shield West,Taiga du Bouclier
187656,AB,MWF127,59.57178,-110.74538,2015,7,8,2015-07-08 00:00:00,2015-07-19 00:00:00,23.9,L,5,5a,Taiga Shield West,Taiga du Bouclier
187657,AB,MWF134,58.947717,-111.073033,2015,7,16,2015-07-16 00:00:00,2015-07-17 00:00:00,0.4,L,5,5a,Taiga Shield West,Taiga du Bouclier
187689,AB,HWF165,59.9043,-116.6362,2015,6,13,2015-06-13 00:00:00,2015-06-14 00:00:00,1.3,L,4,4,Taiga Plain,Taiga des plaines
187690,AB,HWF172,59.537,-117.266667,2015,6,23,2015-06-23 00:00:00,2015-06-23 00:00:00,0.28,L,4,4,Taiga Plain,Taiga des plaines
187691,AB,HWF176,59.784333,-116.856167,2015,6,23,2015-06-23 00:00:00,2015-07-01 00:00:00,10.6,L,4,4,Taiga Plain,Taiga des plaines
187692,AB,HWF178,59.789933,-116.867283,2015,6,23,2015-06-23 00:00:00,2015-06-23 00:00:00,0.2,L,4,4,Taiga Plain,Taiga des plaines
187693,AB,HWF223,59.753067,-117.1767,2015,6,26,2015-06-26 00:00:00,2015-07-09 00:00:00,626.38,L,4,4,Taiga Plain,Taiga des plaines
187694,AB,HWF234,59.8466,-116.768133,2015,6,26,2015-06-26 00:00:00,2015-07-01 00:00:00,278.1,L,4,4,Taiga Plain,Taiga des plaines
187695,AB,HWF235,59.83875,-116.753633,2015,6,26,2015-06-26 00:00:00,2015-07-27 00:00:00,8.3,L,4,4,Taiga Plain,Taiga des plaines
187696,AB,HWF236,59.80295,-116.637483,2015,6,26,2015-06-26 00:00:00,2015-07-01 00:00:00,1.7,L,4,4,Taiga Plain,Taiga des plaines
187697,AB,HWF245,59.80415,-116.638417,2015,6,26,2015-06-26 00:00:00,2015-06-27 00:00:00,0.1,L,4,4,Taiga Plain,Taiga des plaines
187698,AB,HWF247,59.639383,-116.94665,2015,6,27,2015-06-27 00:00:00,2015-06-30 00:00:00,0.1,L,4,4,Taiga Plain,Taiga des plaines
187699,AB,HWF274,59.476583,-117.074633,2015,7,3,2015-07-03 00:00:00,2015-07-08 00:00:00,7.9,L,4,4,Taiga Plain,Taiga des plaines
187712,AB,HWF166,58.717033,-114.187417,2015,6,14,2015-06-14 00:00:00,2015-06-17 00:00:00,2.0,L,9,9,Boreal PLain,Plaines bornales
187715,AB,HWF184,59.1999,-119.67235,2015,6,23,2015-06-23 00:00:00,2015-06-24 00:00:00,0.02,L,4,4,Taiga Plain,Taiga des plaines
187716,AB,HWF187,59.25415,-119.71605,2015,6,24,2015-06-24 00:00:00,2015-07-01 00:00:00,7.8,L,4,4,Taiga Plain,Taiga des plaines
187717,AB,HWF209,59.248233,-119.734433,2015,6,24,2015-06-24 00:00:00,2015-06-30 00:00:00,0.01,L,4,4,Taiga Plain,Taiga des plaines
187718,AB,HWF210,59.26235,-119.646917,2015,6,24,2015-06-24 00:00:00,2015-06-30 00:00:00,0.2,L,4,4,Taiga Plain,Taiga des plaines
187719,AB,HWF238,59.243117,-118.982783,2015,6,26,2015-06-26 00:00:00,2015-07-03 00:00:00,0.03,L,4,4,Taiga Plain,Taiga des plaines
187720,AB,HWF322,59.4155,-118.14588,2015,9,19,2015-09-19 00:00:00,2015-09-22 00:00:00,0.5,L,4,4,Taiga Plain,Taiga des plaines
187760,AB,HWF138,59.467233,-118.52325,2015,5,28,2015-05-28 00:00:00,2015-05-28 00:00:00,0.23,L,4,4,Taiga Plain,Taiga des plaines
187761,AB,HWF182,59.642667,-118.8409,2015,6,23,2015-06-23 00:00:00,2015-07-24 00:00:00,1914.49,L,4,4,Taiga Plain,Taiga des plaines
187762,AB,HWF183,59.6315,-118.827667,2015,6,23,2015-06-23 00:00:00,2015-06-25 00:00:00,0.01,L,4,4,Taiga Plain,Taiga des plaines
187763,AB,HWF200,59.826867,-117.74615,2015,6,24,2015-06-24 00:00:00,2016-04-29 00:00:00,8948.7,L,4,4,Taiga Plain,Taiga des plaines
187764,AB,HWF201,59.927883,-118.046067,2015,6,24,2015-06-24 00:00:00,2015-07-27 00:00:00,1113.9,L,4,4,Taiga Plain,Taiga des plaines
187765,AB,HWF202,59.981017,-118.158967,2015,6,24,2015-06-24 00:00:00,2015-07-27 00:00:00,218.0,L,4,4,Taiga Plain,Taiga des plaines
187766,AB,HWF203,59.926633,-117.537967,2015,6,24,2015-06-24 00:00:00,2015-07-01 00:00:00,4.1,L,4,4,Taiga Plain,Taiga des plaines
187767,AB,HWF205,59.7917,-118.5111,2015,6,24,2015-06-24 00:00:00,2016-04-29 00:00:00,3736.6,L,4,4,Taiga Plain,Taiga des plaines
187768,AB,HWF206,59.97655,-118.603433,2015,6,24,2015-06-24 00:00:00,2015-07-01 00:00:00,0.4,L,4,4,Taiga Plain,Taiga des plaines
187769,AB,HWF207,59.7247,-119.5726,2015,6,24,2015-06-24 00:00:00,2015-07-10 00:00:00,98.1,L,4,4,Taiga Plain,Taiga des plaines
187770,AB,HWF224,59.542833,-118.986833,2015,6,26,2015-06-26 00:00:00,2015-07-01 00:00:00,0.8,L,4,4,Taiga Plain,Taiga des plaines
187771,AB,HWF226,59.541317,-118.990733,2015,6,25,2015-06-25 00:00:00,2015-07-01 00:00:00,0.5,L,4,4,Taiga Plain,Taiga des plaines
187772,AB,HWF299,59.930617,-119.1327,2015,8,1,2015-08-01 00:00:00,2015-08-14 00:00:00,3.9,L,4,4,Taiga Plain,Taiga des plaines
187773,AB,HWF305,59.7649,-117.696367,2015,8,10,2015-08-10 00:00:00,2015-08-13 00:00:00,6.4,L,4,4,Taiga Plain,Taiga des plaines
187879,AB,HWF001,58.708383,-118.696367,2015,4,11,2015-04-11 00:00:00,2015-04-11 00:00:00,0.4,H,4,4,Taiga Plain,Taiga des plaines
187880,AB,HWF002,58.704267,-118.689233,2015,4,11,2015-04-11 00:00:00,2015-04-11 00:00:00,0.01,H,4,4,Taiga Plain,Taiga des plaines
187881,AB,HWF003,58.7173,-118.7517,2015,4,11,2015-04-11 00:00:00,2015-04-11 00:00:00,0.2,H,4,4,Taiga Plain,Taiga des plaines
187882,AB,HWF004,59.038767,-117.705583,2015,4,13,2015-04-13 00:00:00,2015-04-13 00:00:00,0.46,H,4,4,Taiga Plain,Taiga des plaines
187883,AB,HWF006,58.7171,-118.752367,2015,4,13,2015-04-13 00:00:00,2015-04-15 00:00:00,0.5,H,4,4,Taiga Plain,Taiga des plaines
187884,AB,HWF007,58.717083,-118.752967,2015,4,13,2015-04-13 00:00:00,2015-04-15 00:00:00,0.1,H,4,4,Taiga Plain,Taiga des plaines
187885,AB,HWF008,58.717933,-118.746217,2015,4,13,2015-04-13 00:00:00,2015-04-15 00:00:00,0.02,H,4,4,Taiga Plain,Taiga des plaines
187886,AB,HWF009,58.715933,-118.7541,2015,4,14,2015-04-14 00:00:00,2015-04-14 00:00:00,0.2,H,4,4,Taiga Plain,Taiga des plaines
187887,AB,HWF010,58.697967,-118.680983,2015,4,15,2015-04-15 00:00:00,2015-04-15 00:00:00,0.15,H,4,4,Taiga Plain,Taiga des plaines
187888,AB,HWF011,58.714083,-118.7695,2015,4,15,2015-04-15 00:00:00,2015-04-16 00:00:00,5.54,H,4,4,Taiga Plain,Taiga des plaines
187889,AB,HWF012,58.715583,-118.784367,2015,4,15,2015-04-15 00:00:00,2015-04-16 00:00:00,0.5,H,4,4,Taiga Plain,Taiga des plaines
187890,AB,HWF013,58.705883,-118.703683,2015,4,15,2015-04-15 00:00:00,2015-04-16 00:00:00,0.9,H,4,4,Taiga Plain,Taiga des plaines
187891,AB,HWF014,58.704267,-118.687533,2015,4,16,2015-04-16 00:00:00,2015-04-16 00:00:00,0.3,H,4,4,Taiga Plain,Taiga des plaines
187892,AB,HWF015,58.710667,-118.727267,2015,4,16,2015-04-16 00:00:00,2015-04-16 00:00:00,1.61,H,4,4,Taiga Plain,Taiga des plaines
187893,AB,HWF016,58.70995,-118.706433,2015,4,16,2015-04-16 00:00:00,2015-04-17 00:00:00,4.96,H,4,4,Taiga Plain,Taiga des plaines
187894,AB,HWF017,58.713233,-118.7527,2015,4,16,2015-04-16 00:00:00,2015-04-17 00:00:00,0.3,H,4,4,Taiga Plain,Taiga des plaines
187895,AB,HWF019,59.039017,-117.706767,2015,4,20,2015-04-20 00:00:00,2015-04-20 00:00:00,0.2,H,4,4,Taiga Plain,Taiga des plaines
187896,AB,HWF022,58.7047,-118.6721,2015,4,20,2015-04-20 00:00:00,2015-04-21 00:00:00,8.67,H,4,4,Taiga Plain,Taiga des plaines
187897,AB,HWF023,58.711167,-118.703933,2015,4,20,2015-04-20 00:00:00,2015-04-21 00:00:00,0.4,H,4,4,Taiga Plain,Taiga des plaines
187898,AB,HWF024,58.718567,-118.749833,2015,4,20,2015-04-20 00:00:00,2015-04-20 00:00:00,0.01,H,4,4,Taiga Plain,Taiga des plaines
187899,AB,HWF025,58.715267,-118.755017,2015,4,20,2015-04-20 00:00:00,2015-04-21 00:00:00,2.69,H,4,4,Taiga Plain,Taiga des plaines
187900,AB,HWF028,58.711367,-118.754383,2015,4,21,2015-04-21 00:00:00,2015-04-22 00:00:00,0.5,H,4,4,Taiga Plain,Taiga des plaines
187901,AB,HWF029,58.715083,-118.75885,2015,4,22,2015-04-22 00:00:00,2015-04-22 00:00:00,0.4,H,4,4,Taiga Plain,Taiga des plaines
187902,AB,HWF030,58.718333,-118.751267,2015,4,22,2015-04-22 00:00:00,2015-04-22 00:00:00,0.6,H,4,4,Taiga Plain,Taiga des plaines
187903,AB,HWF031,58.718933,-118.746983,2015,4,22,2015-04-22 00:00:00,2015-04-22 00:00:00,0.4,H,4,4,Taiga Plain,Taiga des plaines
187904,AB,HWF035,58.713233,-118.827233,2015,4,24,2015-04-24 00:00:00,2015-04-24 00:00:00,0.1,H,4,4,Taiga Plain,Taiga des plaines
187905,AB,HWF036,58.713667,-118.675767,2015,4,24,2015-04-24 00:00:00,2015-04-24 00:00:00,0.1,H,4,4,Taiga Plain,Taiga des plaines
187906,AB,HWF037,58.694383,-118.675133,2015,4,26,2015-04-26 00:00:00,2015-04-26 00:00:00,0.25,H,4,4,Taiga Plain,Taiga des plaines
187907,AB,HWF038,58.711717,-118.674267,2015,4,26,2015-04-26 00:00:00,2015-04-26 00:00:00,1.96,H,4,4,Taiga Plain,Taiga des plaines
187908,AB,HWF042,59.04055,-117.711433,2015,4,27,2015-04-27 00:00:00,2015-04-28 00:00:00,1.0,H,4,4,Taiga Plain,Taiga des plaines
187909,AB,HWF043,59.0471,-117.706083,2015,4,27,2015-04-27 00:00:00,2015-04-27 00:00:00,0.3,H,4,4,Taiga Plain,Taiga des plaines
187910,AB,HWF047,58.7097,-118.693667,2015,4,27,2015-04-27 00:00:00,2015-04-28 00:00:00,1.45,H,4,4,Taiga Plain,Taiga des plaines
187911,AB,HWF048,58.78529,-118.6852,2015,4,27,2015-04-27 00:00:00,2015-04-28 00:00:00,0.4,H,4,4,Taiga Plain,Taiga des plaines
187912,AB,HWF052,58.7138,-118.678233,2015,4,29,2015-04-29 00:00:00,2015-04-29 00:00:00,0.8,H,4,4,Taiga Plain,Taiga des plaines
187913,AB,HWF053,58.707067,-118.674783,2015,4,29,2015-04-29 00:00:00,2015-04-29 00:00:00,2.51,H,4,4,Taiga Plain,Taiga des plaines
187914,AB,HWF054,58.7041,-118.683733,2015,4,29,2015-04-29 00:00:00,2015-04-29 00:00:00,1.45,H,4,4,Taiga Plain,Taiga des plaines
187915,AB,HWF057,59.044733,-117.705767,2015,4,29,2015-04-29 00:00:00,2015-04-29 00:00:00,1.0,H,4,4,Taiga Plain,Taiga des plaines
187916,AB,HWF059,58.701583,-118.687767,2015,4,29,2015-04-29 00:00:00,2015-04-30 00:00:00,0.9,H,4,4,Taiga Plain,Taiga des plaines
187917,AB,HWF060,58.705467,-118.6859,2015,4,29,2015-04-29 00:00:00,2015-04-30 00:00:00,0.5,H,4,4,Taiga Plain,Taiga des plaines
187918,AB,HWF061,58.71265,-118.7295,2015,4,30,2015-04-30 00:00:00,2015-04-30 00:00:00,0.5,H,4,4,Taiga Plain,Taiga des plaines
187919,AB,HWF063,58.837443,-118.731727,2015,5,4,2015-05-04 00:00:00,2015-05-05 00:00:00,19.99,H,4,4,Taiga Plain,Taiga des plaines
187920,AB,HWF066,58.712733,-118.732667,2015,5,6,2015-05-06 00:00:00,2015-05-06 00:00:00,0.52,H,4,4,Taiga Plain,Taiga des plaines
187921,AB,HWF069,58.70525,-118.691183,2015,5,7,2015-05-07 00:00:00,2015-05-10 00:00:00,0.5,H,4,4,Taiga Plain,Taiga des plaines
187922,AB,HWF070,58.698583,-118.682317,2015,5,7,2015-05-07 00:00:00,2015-05-07 00:00:00,0.67,H,4,4,Taiga Plain,Taiga des plaines
187923,AB,HWF072,58.697771,-118.671572,2015,5,9,2015-05-09 00:00:00,2015-05-09 00:00:00,0.5,H,4,4,Taiga Plain,Taiga des plaines
187924,AB,HWF073,58.714883,-118.69535,2015,5,10,2015-05-10 00:00:00,2015-05-10 00:00:00,0.3,H,4,4,Taiga Plain,Taiga des plaines
187925,AB,HWF074,58.712717,-118.7674,2015,5,10,2015-05-10 00:00:00,2015-05-10 00:00:00,3.08,H,4,4,Taiga Plain,Taiga des plaines
187926,AB,HWF075,58.71155,-118.685383,2015,5,10,2015-05-10 00:00:00,2015-05-10 00:00:00,0.28,H,4,4,Taiga Plain,Taiga des plaines
187927,AB,HWF076,58.770667,-118.721667,2015,5,10,2015-05-10 00:00:00,2015-05-12 00:00:00,115.7,H,4,4,Taiga Plain,Taiga des plaines
187928,AB,HWF085,59.04295,-117.706467,2015,5,15,2015-05-15 00:00:00,2015-05-15 00:00:00,0.01,H,4,4,Taiga Plain,Taiga des plaines
187929,AB,HWF091,58.716667,-118.703333,2015,5,15,2015-05-15 00:00:00,2015-05-15 00:00:00,0.5,H,4,4,Taiga Plain,Taiga des plaines
187930,AB,HWF095,58.664133,-118.675783,2015,5,17,2015-05-17 00:00:00,2015-05-17 00:00:00,0.01,H,4,4,Taiga Plain,Taiga des plaines
187931,AB,HWF107,58.828333,-118.845,2015,5,21,2015-05-21 00:00:00,2015-05-22 00:00:00,7.8,H,4,4,Taiga Plain,Taiga des plaines
187932,AB,HWF111,59.069167,-119.945833,2015,5,22,2015-05-22 00:00:00,2015-07-24 00:00:00,3521.3,L,4,4,Taiga Plain,Taiga des plaines
187933,AB,HWF113,58.809167,-118.709167,2015,5,23,2015-05-23 00:00:00,2015-05-27 00:00:00,160.8,H,4,4,Taiga Plain,Taiga des plaines
187934,AB,HWF116,58.762517,-117.323083,2015,5,23,2015-05-23 00:00:00,2015-05-23 00:00:00,0.01,H,4,4,Taiga Plain,Taiga des plaines
187935,AB,HWF121,58.79665,-118.154883,2015,5,25,2015-05-25 00:00:00,2015-06-01 00:00:00,19.37,L,4,4,Taiga Plain,Taiga des plaines
187936,AB,HWF126,58.623558,-119.980782,2015,5,25,2015-05-25 00:00:00,2015-05-27 00:00:00,5.5,L,4,4,Taiga Plain,Taiga des plaines
187937,AB,HWF129,58.620533,-119.979017,2015,5,25,2015-05-25 00:00:00,2015-05-26 00:00:00,0.01,L,4,4,Taiga Plain,Taiga des plaines
187938,AB,HWF133,58.64075,-119.02175,2015,5,25,2015-05-25 00:00:00,2015-05-26 00:00:00,0.1,L,4,4,Taiga Plain,Taiga des plaines
187939,AB,HWF135,58.613767,-119.248083,2015,5,25,2015-05-25 00:00:00,2015-05-26 00:00:00,0.1,L,4,4,Taiga Plain,Taiga des plaines
187940,AB,HWF144,58.7652,-118.786967,2015,6,2,2015-06-02 00:00:00,2015-06-04 00:00:00,43.18,H,4,4,Taiga Plain,Taiga des plaines
187941,AB,HWF147,59.035867,-119.864317,2015,6,4,2015-06-04 00:00:00,2015-06-06 00:00:00,3.2,L,4,4,Taiga Plain,Taiga des plaines
187942,AB,HWF156,58.529517,-118.20285,2015,6,6,2015-06-06 00:00:00,2015-06-06 00:00:00,0.08,L,4,4,Taiga Plain,Taiga des plaines
187943,AB,HWF160,59.4206,-117.4436,2015,6,11,2015-06-11 00:00:00,2015-06-12 00:00:00,0.7,L,4,4,Taiga Plain,Taiga des plaines
187944,AB,HWF162,58.752167,-117.208667,2015,6,11,2015-06-11 00:00:00,2015-06-11 00:00:00,0.5,L,4,4,Taiga Plain,Taiga des plaines
187945,AB,HWF163,59.642333,-117.588983,2015,6,11,2015-06-11 00:00:00,2015-06-11 00:00:00,0.2,L,4,4,Taiga Plain,Taiga des plaines
187946,AB,HWF171,58.761333,-117.35495,2015,6,22,2015-06-22 00:00:00,2015-06-22 00:00:00,0.01,H,4,4,Taiga Plain,Taiga des plaines
187947,AB,HWF173,59.265567,-117.747517,2015,6,23,2015-06-23 00:00:00,2015-06-23 00:00:00,0.14,L,4,4,Taiga Plain,Taiga des plaines
187948,AB,HWF174,58.1966,-118.012817,2015,6,23,2015-06-23 00:00:00,2015-06-24 00:00:00,1.0,L,4,4,Taiga Plain,Taiga des plaines
187949,AB,HWF175,58.8355,-116.443133,2015,6,23,2015-06-23 00:00:00,2015-06-23 00:00:00,1.0,L,4,4,Taiga Plain,Taiga des plaines
187950,AB,HWF180,58.830167,-116.725167,2015,6,23,2015-06-23 00:00:00,2015-06-23 00:00:00,0.1,L,4,4,Taiga Plain,Taiga des plaines
187951,AB,HWF181,58.158983,-117.94765,2015,6,23,2015-06-23 00:00:00,2015-06-24 00:00:00,0.02,L,4,4,Taiga Plain,Taiga des plaines
187952,AB,HWF186,59.3407,-117.75438,2015,6,24,2015-06-24 00:00:00,2015-06-30 00:00:00,5.3,L,4,4,Taiga Plain,Taiga des plaines
187953,AB,HWF191,59.201033,-117.960467,2015,6,24,2015-06-24 00:00:00,2015-06-26 00:00:00,0.1,L,4,4,Taiga Plain,Taiga des plaines
187954,AB,HWF193,59.166667,-118.46765,2015,6,24,2015-06-24 00:00:00,2015-06-30 00:00:00,8.5,L,4,4,Taiga Plain,Taiga des plaines
187955,AB,HWF194,58.721,-119.958017,2015,6,24,2015-06-24 00:00:00,2015-06-27 00:00:00,3.5,L,4,4,Taiga Plain,Taiga des plaines
187956,AB,HWF195,59.050383,-119.547067,2015,6,24,2015-06-24 00:00:00,2015-07-01 00:00:00,13.1,L,4,4,Taiga Plain,Taiga des plaines
187957,AB,HWF196,58.792833,-118.159333,2015,6,24,2015-06-24 00:00:00,2015-08-16 00:00:00,793.0,L,4,4,Taiga Plain,Taiga des plaines
187958,AB,HWF197,58.970433,-117.581833,2015,6,24,2015-06-24 00:00:00,2015-06-26 00:00:00,0.1,L,4,4,Taiga Plain,Taiga des plaines
187959,AB,HWF208,59.07205,-118.789917,2015,6,24,2015-06-24 00:00:00,2015-06-25 00:00:00,0.2,L,4,4,Taiga Plain,Taiga des plaines
187960,AB,HWF220,58.462933,-118.18735,2015,6,25,2015-06-25 00:00:00,2015-07-03 00:00:00,7048.19,L,4,4,Taiga Plain,Taiga des plaines
187961,AB,HWF222,58.946783,-117.472883,2015,6,25,2015-06-25 00:00:00,2015-06-30 00:00:00,0.51,L,4,4,Taiga Plain,Taiga des plaines
187962,AB,HWF230,59.392483,-117.518167,2015,6,26,2015-06-26 00:00:00,2015-06-26 00:00:00,0.03,L,4,4,Taiga Plain,Taiga des plaines
187963,AB,HWF237,59.293383,-118.094617,2015,6,26,2015-06-26 00:00:00,2016-05-09 00:00:00,19280.0,L,4,4,Taiga Plain,Taiga des plaines
187964,AB,HWF239,59.207667,-117.7427,2015,6,26,2015-06-26 00:00:00,2015-06-27 00:00:00,0.1,L,4,4,Taiga Plain,Taiga des plaines
187965,AB,HWF240,59.216,-117.6876,2015,6,26,2015-06-26 00:00:00,2015-08-28 00:00:00,661.5,L,4,4,Taiga Plain,Taiga des plaines
187966,AB,HWF241,59.278617,-116.97495,2015,6,26,2015-06-26 00:00:00,2015-07-01 00:00:00,0.1,L,4,4,Taiga Plain,Taiga des plaines
187967,AB,HWF242,59.229717,-117.654533,2015,6,26,2015-06-26 00:00:00,2015-07-27 00:00:00,0.3,L,4,4,Taiga Plain,Taiga des plaines
187968,AB,HWF244,59.004783,-116.996867,2015,6,26,2015-06-26 00:00:00,2015-07-01 00:00:00,0.2,L,4,4,Taiga Plain,Taiga des plaines
187969,AB,HWF246,59.243467,-117.982,2015,6,26,2015-06-26 00:00:00,2015-07-01 00:00:00,3815.5,L,4,4,Taiga Plain,Taiga des plaines
187970,AB,HWF248,59.229717,-119.975783,2015,6,26,2015-06-26 00:00:00,2016-04-29 00:00:00,15155.0,L,4,4,Taiga Plain,Taiga des plaines
187971,AB,HWF251,58.690683,-118.68385,2015,6,27,2015-06-27 00:00:00,2015-06-28 00:00:00,0.5,L,4,4,Taiga Plain,Taiga des plaines
187972,AB,HWF253,58.76205,-117.311883,2015,6,27,2015-06-27 00:00:00,2015-06-27 00:00:00,0.01,H,4,4,Taiga Plain,Taiga des plaines
187973,AB,HWF255,58.76305,-117.3081,2015,6,28,2015-06-28 00:00:00,2015-07-12 00:00:00,277.96,H,4,4,Taiga Plain,Taiga des plaines
187974,AB,HWF256,59.20193,-117.7572,2015,6,28,2015-06-28 00:00:00,2015-07-28 00:00:00,4.81,L,4,4,Taiga Plain,Taiga des plaines
187975,AB,HWF257,58.678333,-117.303633,2015,6,28,2015-06-28 00:00:00,2015-06-29 00:00:00,0.7,L,4,4,Taiga Plain,Taiga des plaines
187976,AB,HWF260,59.223167,-117.876167,2015,6,29,2015-06-29 00:00:00,2015-07-01 00:00:00,6.1,L,4,4,Taiga Plain,Taiga des plaines
187977,AB,HWF262,59.222983,-117.891333,2015,6,29,2015-06-29 00:00:00,2015-07-01 00:00:00,11.1,L,4,4,Taiga Plain,Taiga des plaines
187978,AB,HWF266,58.691617,-118.68625,2015,7,1,2015-07-01 00:00:00,2015-07-01 00:00:00,0.1,H,4,4,Taiga Plain,Taiga des plaines
187979,AB,HWF267,59.37075,-117.871667,2015,7,1,2015-07-01 00:00:00,2015-08-28 00:00:00,789.6,L,4,4,Taiga Plain,Taiga des plaines
187980,AB,HWF273,59.228846,-116.835059,2015,7,2,2015-07-02 00:00:00,2015-07-09 00:00:00,132.8,L,4,4,Taiga Plain,Taiga des plaines
187981,AB,HWF275,59.186833,-118.346167,2015,7,3,2015-07-03 00:00:00,2015-07-03 00:00:00,0.02,L,4,4,Taiga Plain,Taiga des plaines
187982,AB,HWF288,59.1151,-117.58045,2015,7,20,2015-07-20 00:00:00,2015-07-20 00:00:00,0.02,L,4,4,Taiga Plain,Taiga des plaines
187983,AB,HWF295,59.3409,-117.817,2015,7,30,2015-07-30 00:00:00,2015-08-03 00:00:00,49.27,L,4,4,Taiga Plain,Taiga des plaines
187984,AB,HWF298,59.061167,-117.056533,2015,8,1,2015-08-01 00:00:00,2015-08-01 00:00:00,0.1,L,4,4,Taiga Plain,Taiga des plaines
187985,AB,HWF300,58.515033,-118.295117,2015,8,1,2015-08-01 00:00:00,2015-08-01 00:00:00,0.2,L,4,4,Taiga Plain,Taiga des plaines
187986,AB,HWF301,59.290605,-117.845306,2015,8,8,2015-08-08 00:00:00,2015-08-08 00:00:00,0.1,L,4,4,Taiga Plain,Taiga des plaines
187987,AB,HWF303,58.84115,-116.718667,2015,8,10,2015-08-10 00:00:00,2015-08-11 00:00:00,0.99,L,4,4,Taiga Plain,Taiga des plaines
187988,AB,HWF323,58.762167,-117.331483,2015,9,20,2015-09-20 00:00:00,2015-09-20 00:00:00,0.01,H,4,4,Taiga Plain,Taiga des plaines
187989,AB,HWF328,58.822733,-117.056833,2015,9,30,2015-09-30 00:00:00,2015-10-05 00:00:00,0.5,H,4,4,Taiga Plain,Taiga des plaines
187990,AB,HWF333,58.713567,-118.767367,2015,10,18,2015-10-18 00:00:00,2015-10-18 00:00:00,1.5,H,4,4,Taiga Plain,Taiga des plaines
187991,AB,PWF076,57.966,-117.860667,2015,6,2,2015-06-02 00:00:00,2015-06-04 00:00:00,0.05,L,4,4,Taiga Plain,Taiga des plaines
187992,AB,PWF101,57.97,-117.88185,2015,6,24,2015-06-24 00:00:00,2015-06-25 00:00:00,0.7,L,4,4,Taiga Plain,Taiga des plaines
187993,AB,PWF130,57.969,-117.882217,2015,7,2,2015-07-02 00:00:00,2015-07-23 00:00:00,1.0,H,4,4,Taiga Plain,Taiga des plaines
187995,AB,HWF217,58.52995,-118.0047,2015,6,25,2015-06-25 00:00:00,2016-05-09 00:00:00,28270.0,L,9,4,Taiga Plain,Taiga des plaines
187996,AB,PWF083,57.801167,-117.968833,2015,6,10,2015-06-10 00:00:00,2015-06-12 00:00:00,0.9,L,9,4,Taiga Plain,Taiga des plaines
188001,AB,HWF179,59.083833,-116.427833,2015,6,23,2015-06-23 00:00:00,2015-07-01 00:00:00,0.1,L,4,4,Taiga Plain,Taiga des plaines
