FID,SRC_AGENCY,FIRE_ID,LATITUDE,LONGITUDE,YEAR,MONTH,DAY,REP_DATE,OUT_DATE,SIZE_HA,CAUSE,ECOZONE,ECOZ_REF,ECOZ_NAME,ECOZ_NOM
325668,ON,PAR19,45.8848,-80.2157,2015,8,14,2015-08-14 00:00:00,2015-08-19 00:00:00,0.40000000596,L,6,6b,Boreal Shield East,Bouclier bordal
325669,ON,BAN3,44.6508,-78.2266,2015,5,22,2015-05-22 00:00:00,2015-05-23 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325670,ON,BAN8,44.7404,-78.1794,2015,7,13,2015-07-13 00:00:00,2015-07-14 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325671,ON,PAR4,45.6065,-79.0706,2015,5,5,2015-05-05 00:00:00,2015-05-06 00:00:00,0.20000000298,H,6,6b,Boreal Shield East,Bouclier bordal
325672,ON,PAR9,45.8151,-79.6864,2015,7,29,2015-07-29 00:00:00,2015-07-31 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325673,ON,APK14,45.5237,-78.843,2015,9,21,2015-09-21 00:00:00,2015-09-24 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325674,ON,APK19,45.9462,-79.0635,2015,9,2,2015-09-02 00:00:00,2015-10-13 00:00:00,0.10000000149,L,6,6b,Boreal Shield East,Bouclier bordal
325675,ON,PAR9,45.5718,-80.3982,2016,5,22,2016-05-22 00:00:00,2016-05-22 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325676,ON,PAR23,45.5156,-80.0824,2016,7,4,2016-07-04 00:00:00,2016-07-06 00:00:00,0.40000000596,H,6,6b,Boreal Shield East,Bouclier bordal
325677,ON,PAR33,45.1411,-80.0523,2016,7,30,2016-07-30 00:00:00,2016-07-30 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325678,ON,PEM7,45.2158,-77.08669999999998,2016,8,7,2016-08-07 00:00:00,2016-08-12 00:00:00,0.10000000149,U,6,6b,Boreal Shield East,Bouclier bordal
325679,ON,BAN8,45.1188,-76.9192,2016,6,20,2016-06-20 00:00:00,2016-07-03 00:00:00,13.3000001907,L,6,6b,Boreal Shield East,Bouclier bordal
325680,ON,PEM8,46.0823,-77.5531,2016,7,22,2016-07-22 00:00:00,2016-08-13 00:00:00,0.20000000298,L,6,6b,Boreal Shield East,Bouclier bordal
325681,ON,BAN2,45.0977,-77.6556,2016,5,23,2016-05-23 00:00:00,2016-05-24 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325682,ON,PAR15,45.6808,-80.1217,2016,6,3,2016-06-03 00:00:00,2016-06-04 00:00:00,0.40000000596,H,6,6b,Boreal Shield East,Bouclier bordal
325683,ON,BAN17,45.1045,-76.80679999999998,2016,7,9,2016-07-09 00:00:00,2016-08-04 00:00:00,0.800000011921,L,6,6b,Boreal Shield East,Bouclier bordal
325684,ON,KEM3,45.018,-76.6007,2016,7,31,2016-07-31 00:00:00,2016-07-31 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325685,ON,APK17,45.4913,-78.8771,2016,8,3,2016-08-03 00:00:00,2016-08-06 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325686,ON,KEM4,45.261,-76.56829999999998,2016,8,9,2016-08-09 00:00:00,2016-08-11 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325687,ON,PAR29,44.9526,-79.5211,2016,7,23,2016-07-23 00:00:00,2016-07-26 00:00:00,0.40000000596,H,6,6b,Boreal Shield East,Bouclier bordal
325688,ON,PAR11,45.2744,-79.1967,2016,5,23,2016-05-23 00:00:00,2016-05-24 00:00:00,1.0,H,6,6b,Boreal Shield East,Bouclier bordal
325689,ON,PET1,44.6855,-76.6537,2016,5,31,2016-05-31 00:00:00,2016-06-02 00:00:00,0.5,H,6,6b,Boreal Shield East,Bouclier bordal
325690,ON,KEM2,45.2653,-76.561,2016,6,27,2016-06-27 00:00:00,2016-06-28 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325691,ON,APK13,45.661,-78.3752,2016,7,30,2016-07-30 00:00:00,2016-08-01 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325692,ON,PAR50,45.2295,-80.0961,2016,11,11,2016-11-11 00:00:00,2016-12-07 00:00:00,30.0,H,6,6b,Boreal Shield East,Bouclier bordal
325693,ON,PAR4,45.213,-78.88169999999998,2016,5,12,2016-05-12 00:00:00,2016-05-17 00:00:00,6.69999980927,H,6,6b,Boreal Shield East,Bouclier bordal
325694,ON,BAN7,45.1455,-76.839,2016,6,17,2016-06-17 00:00:00,2016-06-22 00:00:00,0.10000000149,L,6,6b,Boreal Shield East,Bouclier bordal
325695,ON,BAN11,45.0312,-76.93609999999998,2016,7,1,2016-07-01 00:00:00,2016-07-02 00:00:00,0.10000000149,L,6,6b,Boreal Shield East,Bouclier bordal
325696,ON,PEM1,46.1906,-77.8374,2016,4,27,2016-04-27 00:00:00,2016-04-28 00:00:00,0.40000000596,H,6,6b,Boreal Shield East,Bouclier bordal
325697,ON,APK24,45.5784,-78.50369999999998,2016,9,25,2016-09-25 00:00:00,2016-09-27 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325698,ON,PAR34,45.6438,-80.1757,2016,8,1,2016-08-01 00:00:00,2016-08-01 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325699,ON,NOR34,46.002,-79.65609999999998,2016,8,3,2016-08-03 00:00:00,2016-08-04 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325700,ON,BAN9,45.0355,-77.64369999999998,2016,6,20,2016-06-20 00:00:00,2016-06-28 00:00:00,0.300000011921,L,6,6b,Boreal Shield East,Bouclier bordal
325701,ON,PEM3,45.2342,-77.24819999999998,2016,7,25,2016-07-25 00:00:00,2016-07-27 00:00:00,0.10000000149,L,6,6b,Boreal Shield East,Bouclier bordal
325702,ON,APK1,46.0372,-78.3695,2016,5,22,2016-05-22 00:00:00,2016-05-25 00:00:00,1.29999995232,H,6,6b,Boreal Shield East,Bouclier bordal
325703,ON,PAR12,45.5723,-80.35599999999998,2016,5,23,2016-05-23 00:00:00,2016-05-25 00:00:00,1.20000004768,H,6,6b,Boreal Shield East,Bouclier bordal
325704,ON,APK8,45.7889,-77.9824,2016,6,18,2016-06-18 00:00:00,2016-06-25 00:00:00,0.20000000298,L,6,6b,Boreal Shield East,Bouclier bordal
325705,ON,APK12,45.983,-78.9019,2016,7,9,2016-07-09 00:00:00,2016-07-16 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325706,ON,PAR49,45.3043,-79.813,2016,10,26,2016-10-26 00:00:00,2016-11-04 00:00:00,13.5,H,6,6b,Boreal Shield East,Bouclier bordal
325707,ON,PAR1,44.9892,-79.7244,2016,4,15,2016-04-15 00:00:00,2016-04-16 00:00:00,0.40000000596,U,6,6b,Boreal Shield East,Bouclier bordal
325708,ON,APK4,45.5786,-78.5947,2016,6,20,2016-06-20 00:00:00,2016-06-22 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325709,ON,PET3,44.5622,-77.8401,2016,7,24,2016-07-24 00:00:00,2016-07-27 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325710,ON,BAN14,44.8935,-76.81749999999998,2016,7,13,2016-07-13 00:00:00,2016-07-22 00:00:00,0.20000000298,L,6,6b,Boreal Shield East,Bouclier bordal
325711,ON,APK18,45.5344,-78.4321,2016,8,5,2016-08-05 00:00:00,2016-08-08 00:00:00,0.20000000298,H,6,6b,Boreal Shield East,Bouclier bordal
325712,ON,APK22,45.5847,-78.715,2016,8,26,2016-08-26 00:00:00,2016-08-27 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325713,ON,APK3,45.7112,-78.2485,2016,6,20,2016-06-20 00:00:00,2016-06-26 00:00:00,1.0,L,6,6b,Boreal Shield East,Bouclier bordal
325714,ON,PAR27,44.9237,-79.6076,2016,7,22,2016-07-22 00:00:00,2016-07-27 00:00:00,2.0,H,6,6b,Boreal Shield East,Bouclier bordal
325715,ON,APK4,45.804,-78.5483,2018,6,28,2018-06-28 00:00:00,2018-06-30 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325716,ON,PAR35,45.2163,-79.918,2018,7,22,2018-07-22 00:00:00,2018-08-07 00:00:00,0.10000000149,L,6,6b,Boreal Shield East,Bouclier bordal
325717,ON,PAR4,45.5896,-80.37,2018,5,15,2018-05-15 00:00:00,2018-05-16 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325718,ON,PAR17,44.9939,-79.8207,2018,7,1,2018-07-01 00:00:00,2018-07-07 00:00:00,2.90000009537,H,6,6b,Boreal Shield East,Bouclier bordal
325719,ON,BAN15,44.8843,-77.0506,2018,7,5,2018-07-05 00:00:00,2018-07-09 00:00:00,0.10000000149,L,6,6b,Boreal Shield East,Bouclier bordal
325720,ON,APK15,45.5934,-78.32899999999998,2018,9,21,2018-09-21 00:00:00,2018-09-22 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325721,ON,APK8,46.0326,-78.4045,2018,7,17,2018-07-17 00:00:00,2018-07-18 00:00:00,0.10000000149,L,6,6b,Boreal Shield East,Bouclier bordal
325722,ON,MID2,44.7896,-79.471,2018,9,28,2018-09-28 00:00:00,2018-09-30 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325723,ON,APK5,45.7274,-78.6635,2018,6,30,2018-06-30 00:00:00,2018-07-04 00:00:00,0.300000011921,H,6,6b,Boreal Shield East,Bouclier bordal
325724,ON,PET3,44.6325,-76.9863,2018,7,12,2018-07-12 00:00:00,2018-07-20 00:00:00,4.30000019073,L,6,6b,Boreal Shield East,Bouclier bordal
325725,ON,PAR31,44.8972,-79.7193,2018,7,9,2018-07-09 00:00:00,2018-07-10 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325726,ON,PAR34,45.2307,-79.8311,2018,7,20,2018-07-20 00:00:00,2018-07-21 00:00:00,0.20000000298,H,6,6b,Boreal Shield East,Bouclier bordal
325727,ON,APK13,45.8926,-78.36029999999998,2018,7,16,2018-07-16 00:00:00,2018-07-22 00:00:00,0.10000000149,L,6,6b,Boreal Shield East,Bouclier bordal
325728,ON,PAR42,45.7853,-80.1943,2018,8,9,2018-08-09 00:00:00,2018-08-11 00:00:00,0.300000011921,L,6,6b,Boreal Shield East,Bouclier bordal
325729,ON,BAN14,44.7907,-78.45269999999998,2018,7,5,2018-07-05 00:00:00,2018-07-08 00:00:00,0.10000000149,L,6,6b,Boreal Shield East,Bouclier bordal
325730,ON,PEM3,46.1831,-78.0813,2018,7,7,2018-07-07 00:00:00,2018-07-08 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325731,ON,PAR13,45.3432,-80.01649999999998,2018,6,25,2018-06-25 00:00:00,2018-06-26 00:00:00,0.300000011921,H,6,6b,Boreal Shield East,Bouclier bordal
325732,ON,PAR2,45.6654,-80.1089,2018,5,1,2018-05-01 00:00:00,2018-05-02 00:00:00,1.10000002384,H,6,6b,Boreal Shield East,Bouclier bordal
325733,ON,PEM4,45.2799,-76.8264,2018,7,17,2018-07-17 00:00:00,2018-07-26 00:00:00,2.5,L,6,6b,Boreal Shield East,Bouclier bordal
325734,ON,BAN19,44.6698,-77.71169999999998,2018,8,4,2018-08-04 00:00:00,2018-08-07 00:00:00,0.5,L,6,6b,Boreal Shield East,Bouclier bordal
325735,ON,BAN6,45.256,-77.7356,2018,5,25,2018-05-25 00:00:00,2018-05-25 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325736,ON,BAN2,45.1573,-78.39019999999998,2018,5,13,2018-05-13 00:00:00,2018-05-13 00:00:00,0.800000011921,H,6,6b,Boreal Shield East,Bouclier bordal
325737,ON,APK7,45.7273,-77.7907,2017,9,25,2017-09-25 00:00:00,2017-09-30 00:00:00,1.5,H,6,6b,Boreal Shield East,Bouclier bordal
325738,ON,PEM1,45.2507,-77.26489999999998,2017,7,9,2017-07-09 00:00:00,2017-07-10 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325739,ON,NOR2,45.9147,-79.9136,2017,5,18,2017-05-18 00:00:00,2017-05-18 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325740,ON,BAN2,45.1097,-78.9461,2017,10,5,2017-10-05 00:00:00,2017-10-12 00:00:00,0.300000011921,H,6,6b,Boreal Shield East,Bouclier bordal
325741,ON,PAR2,45.3262,-79.602,2017,4,29,2017-04-29 00:00:00,2017-05-02 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325742,ON,APK6,45.7615,-78.6049,2017,9,24,2017-09-24 00:00:00,2017-09-27 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325743,ON,PET1,44.5509,-77.9277,2017,4,29,2017-04-29 00:00:00,2017-05-04 00:00:00,8.19999980927,U,6,6b,Boreal Shield East,Bouclier bordal
325744,ON,PAR1,45.2138,-78.8981,2017,4,28,2017-04-28 00:00:00,2017-04-28 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325745,ON,BAN1,44.762,-78.2582,2017,9,30,2017-09-30 00:00:00,2017-10-01 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325746,ON,PAR5,45.066,-79.8931,2017,7,22,2017-07-22 00:00:00,2017-08-01 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325747,ON,APK2,45.565,-78.7234,2017,5,18,2017-05-18 00:00:00,2017-05-20 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325748,ON,APK4,45.517,-78.5691,2017,7,20,2017-07-20 00:00:00,2017-07-20 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325749,ON,PAR7,44.876,-79.25889999999998,2017,9,24,2017-09-24 00:00:00,2017-09-27 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325750,ON,APK3,45.6212,-78.69929999999998,2017,6,10,2017-06-10 00:00:00,2017-06-13 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325751,ON,PAR6,45.081,-79.79989999999998,2017,9,1,2017-09-01 00:00:00,2017-09-02 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325752,ON,APK1,45.5533,-78.60299999999998,2017,5,19,2017-05-19 00:00:00,2017-05-19 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325753,ON,PAR3,44.8697,-79.25759999999998,2017,5,20,2017-05-20 00:00:00,2017-05-21 00:00:00,0.40000000596,H,6,6b,Boreal Shield East,Bouclier bordal
325754,ON,APK5,45.4708,-78.6927,2017,8,5,2017-08-05 00:00:00,2017-08-07 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325755,ON,BAN12,44.9519,-77.67189999999998,2018,6,30,2018-06-30 00:00:00,2018-07-08 00:00:00,0.300000011921,L,6,6b,Boreal Shield East,Bouclier bordal
325756,ON,BAN7,45.2814,-77.90779999999998,2018,6,9,2018-06-09 00:00:00,2018-06-11 00:00:00,0.20000000298,H,6,6b,Boreal Shield East,Bouclier bordal
325757,ON,KEM1,45.1319,-76.6627,2018,7,8,2018-07-08 00:00:00,2018-07-13 00:00:00,0.20000000298,H,6,6b,Boreal Shield East,Bouclier bordal
325758,ON,APK15,45.4847,-78.34399999999998,2016,8,2,2016-08-02 00:00:00,2016-08-05 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325759,ON,PAR42,45.1182,-79.7495,2016,8,6,2016-08-06 00:00:00,2016-08-11 00:00:00,1.0,H,6,6b,Boreal Shield East,Bouclier bordal
325760,ON,BAN15,44.6271,-77.9051,2016,8,6,2016-08-06 00:00:00,2016-08-15 00:00:00,2.70000004768,H,6,6b,Boreal Shield East,Bouclier bordal
325761,ON,BAN21,44.9143,-77.6079,2016,7,28,2016-07-28 00:00:00,2016-08-08 00:00:00,0.300000011921,L,6,6b,Boreal Shield East,Bouclier bordal
325762,ON,PEM5,45.2732,-77.3285,2016,8,1,2016-08-01 00:00:00,2016-08-04 00:00:00,1.5,U,6,6b,Boreal Shield East,Bouclier bordal
325763,ON,BAN22,45.1876,-78.8035,2016,8,4,2016-08-04 00:00:00,2016-08-09 00:00:00,0.5,H,6,6b,Boreal Shield East,Bouclier bordal
325764,ON,BAN24,45.2059,-78.80599999999998,2016,11,4,2016-11-04 00:00:00,2016-11-11 00:00:00,0.40000000596,H,6,6b,Boreal Shield East,Bouclier bordal
325765,ON,BAN19,45.1255,-77.4598,2016,7,29,2016-07-29 00:00:00,2016-08-06 00:00:00,0.600000023842,H,6,6b,Boreal Shield East,Bouclier bordal
325766,ON,PAR39,45.3928,-79.6023,2016,8,1,2016-08-01 00:00:00,2016-08-05 00:00:00,0.300000011921,H,6,6b,Boreal Shield East,Bouclier bordal
325767,ON,APK19,46.0352,-79.08669999999998,2016,8,1,2016-08-01 00:00:00,2016-08-11 00:00:00,0.20000000298,H,6,6b,Boreal Shield East,Bouclier bordal
325768,ON,BAN1,45.1729,-77.6207,2016,4,30,2016-04-30 00:00:00,2016-04-30 00:00:00,0.20000000298,H,6,6b,Boreal Shield East,Bouclier bordal
325769,ON,PAR45,45.1006,-79.8995,2016,8,8,2016-08-08 00:00:00,2016-08-11 00:00:00,0.20000000298,H,6,6b,Boreal Shield East,Bouclier bordal
325770,ON,PAR19,44.822,-79.26519999999998,2016,6,20,2016-06-20 00:00:00,2016-06-24 00:00:00,0.899999976158,L,6,6b,Boreal Shield East,Bouclier bordal
325771,ON,APK6,45.7681,-78.07729999999998,2016,6,18,2016-06-18 00:00:00,2016-06-24 00:00:00,0.20000000298,L,6,6b,Boreal Shield East,Bouclier bordal
325772,ON,BAN10,45.2092,-78.7555,2016,6,25,2016-06-25 00:00:00,2016-06-27 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325773,ON,PAR37,45.8146,-79.57179999999998,2016,8,1,2016-08-01 00:00:00,2016-08-02 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325774,ON,APK26,45.3603,-78.25409999999998,2016,10,14,2016-10-14 00:00:00,2016-10-18 00:00:00,0.300000011921,H,6,6b,Boreal Shield East,Bouclier bordal
325775,ON,APK27,45.4676,-78.8373,2016,10,29,2016-10-29 00:00:00,2016-11-07 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325776,ON,PAR6,45.5679,-80.0894,2019,8,14,2019-08-14 00:00:00,2019-08-15 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325777,ON,PAR2,45.6991,-80.1747,2019,6,8,2019-06-08 00:00:00,2019-06-09 00:00:00,0.5,H,6,6b,Boreal Shield East,Bouclier bordal
325778,ON,APK12,45.9011,-77.86,2019,8,18,2019-08-18 00:00:00,2019-08-22 00:00:00,0.20000000298,H,6,6b,Boreal Shield East,Bouclier bordal
325779,ON,APK11,45.4436,-78.51099999999998,2019,8,16,2019-08-16 00:00:00,2019-08-16 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325780,ON,BAN7,44.8576,-77.39929999999998,2019,7,25,2019-07-25 00:00:00,2019-07-26 00:00:00,0.10000000149,L,6,6b,Boreal Shield East,Bouclier bordal
325781,ON,PAR20,45.6688,-80.3677,2019,8,25,2019-08-25 00:00:00,2019-08-27 00:00:00,0.10000000149,L,6,6b,Boreal Shield East,Bouclier bordal
325782,ON,APK7,45.8759,-77.7878,2019,8,7,2019-08-07 00:00:00,2019-08-08 00:00:00,0.20000000298,H,6,6b,Boreal Shield East,Bouclier bordal
325783,ON,APK28,45.4328,-78.4715,2019,9,6,2019-09-06 00:00:00,2019-09-08 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325784,ON,PAR17,45.5764,-80.3632,2019,8,14,2019-08-14 00:00:00,2019-08-15 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325785,ON,APK1,45.9656,-77.94199999999998,2019,6,14,2019-06-14 00:00:00,2019-06-15 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325786,ON,PAR5,44.9338,-79.6952,2019,7,7,2019-07-07 00:00:00,2019-07-09 00:00:00,0.5,H,6,6b,Boreal Shield East,Bouclier bordal
325787,ON,PEM1,45.7818,-77.3756,2019,7,11,2019-07-11 00:00:00,2019-07-23 00:00:00,0.10000000149,L,6,6b,Boreal Shield East,Bouclier bordal
325788,ON,PET3,44.5344,-76.78489999999998,2019,8,1,2019-08-01 00:00:00,2019-08-27 00:00:00,4.19999980927,L,6,6b,Boreal Shield East,Bouclier bordal
325789,ON,APK15,45.9721,-79.0515,2019,8,19,2019-08-19 00:00:00,2019-08-21 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325790,ON,NOR1,45.9215,-79.93609999999998,2019,4,17,2019-04-17 00:00:00,2019-04-18 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325791,ON,BAN3,45.0345,-78.25709999999998,2019,7,23,2019-07-23 00:00:00,2019-07-24 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325792,ON,PEM5,46.2044,-78.15529999999998,2019,8,9,2019-08-09 00:00:00,2019-08-28 00:00:00,0.600000023842,L,6,6b,Boreal Shield East,Bouclier bordal
325793,ON,APK22,45.6771,-78.1701,2019,8,21,2019-08-21 00:00:00,2019-08-28 00:00:00,0.40000000596,L,6,6b,Boreal Shield East,Bouclier bordal
325794,ON,PAR16,44.9315,-79.7941,2019,8,11,2019-08-11 00:00:00,2019-08-13 00:00:00,0.20000000298,H,6,6b,Boreal Shield East,Bouclier bordal
325795,ON,APK26,45.9949,-78.2553,2019,8,31,2019-08-31 00:00:00,2019-09-06 00:00:00,0.899999976158,H,6,6b,Boreal Shield East,Bouclier bordal
325796,ON,APK13,45.9682,-79.07219999999998,2019,8,18,2019-08-18 00:00:00,2019-08-21 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325797,ON,APK21,45.7617,-78.2258,2019,8,9,2019-08-09 00:00:00,2019-08-29 00:00:00,0.800000011921,L,6,6b,Boreal Shield East,Bouclier bordal
325798,ON,BAN15,45.6135,-78.1046,2019,8,5,2019-08-05 00:00:00,2019-08-08 00:00:00,0.699999988079,H,6,6b,Boreal Shield East,Bouclier bordal
325799,ON,BAN14,45.0634,-76.8651,2019,9,1,2019-09-01 00:00:00,2019-09-03 00:00:00,0.20000000298,H,6,6b,Boreal Shield East,Bouclier bordal
325800,ON,APK29,45.9503,-79.01359999999998,2019,9,18,2019-09-18 00:00:00,2019-09-20 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325801,ON,PAR7,44.9948,-79.76179999999998,2019,7,8,2019-07-08 00:00:00,2019-07-08 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325802,ON,APK25,45.5317,-78.8028,2019,8,27,2019-08-27 00:00:00,2019-08-29 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325803,ON,BAN5,44.8938,-77.31279999999998,2019,7,25,2019-07-25 00:00:00,2019-07-26 00:00:00,0.10000000149,L,6,6b,Boreal Shield East,Bouclier bordal
325804,ON,BAN1,44.674,-78.021,2019,7,8,2019-07-08 00:00:00,2019-07-10 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325805,ON,APK20,45.7953,-77.9807,2019,8,21,2019-08-21 00:00:00,2019-08-28 00:00:00,0.600000023842,L,6,6b,Boreal Shield East,Bouclier bordal
325806,ON,PEM4,45.2322,-76.83,2019,8,14,2019-08-14 00:00:00,2019-08-17 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325807,ON,BAN8,45.2093,-78.7551,2019,8,1,2019-08-01 00:00:00,2019-08-03 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325808,ON,APK24,45.681,-77.84359999999998,2019,8,9,2019-08-09 00:00:00,2019-08-28 00:00:00,0.10000000149,L,6,6b,Boreal Shield East,Bouclier bordal
325809,ON,PET4,44.7823,-76.572,2019,10,1,2019-10-01 00:00:00,2019-10-06 00:00:00,0.10000000149,L,6,6b,Boreal Shield East,Bouclier bordal
325810,ON,PAR4,44.9546,-79.54009999999998,2019,7,6,2019-07-06 00:00:00,2019-07-07 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325811,ON,BAN13,45.3801,-77.9043,2019,7,29,2019-07-29 00:00:00,2019-08-28 00:00:00,0.10000000149,L,6,6b,Boreal Shield East,Bouclier bordal
325812,ON,APK14,45.6531,-78.6071,2019,8,19,2019-08-19 00:00:00,2019-08-23 00:00:00,0.20000000298,H,6,6b,Boreal Shield East,Bouclier bordal
325813,ON,APK18,45.726,-78.18559999999998,2019,8,9,2019-08-09 00:00:00,2019-08-23 00:00:00,0.10000000149,L,6,6b,Boreal Shield East,Bouclier bordal
325814,ON,PAR15,44.9632,-79.76959999999998,2019,8,4,2019-08-04 00:00:00,2019-08-06 00:00:00,0.300000011921,H,6,6b,Boreal Shield East,Bouclier bordal
325815,ON,PEM2,45.8168,-77.46049999999998,2019,7,27,2019-07-27 00:00:00,2019-07-31 00:00:00,0.699999988079,H,6,6b,Boreal Shield East,Bouclier bordal
325816,ON,APK16,45.4673,-78.5815,2019,8,20,2019-08-20 00:00:00,2019-08-22 00:00:00,0.10000000149,L,6,6b,Boreal Shield East,Bouclier bordal
325817,ON,BAN2,45.3388,-77.95659999999998,2019,7,11,2019-07-11 00:00:00,2019-07-22 00:00:00,0.20000000298,L,6,6b,Boreal Shield East,Bouclier bordal
325818,ON,APK9,45.4776,-78.65439999999998,2019,8,14,2019-08-14 00:00:00,2019-08-14 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325819,ON,BAN12,44.8256,-77.4281,2019,7,25,2019-07-25 00:00:00,2019-08-22 00:00:00,0.10000000149,L,6,6b,Boreal Shield East,Bouclier bordal
325820,ON,APK10,45.7243,-78.4487,2019,8,14,2019-08-14 00:00:00,2019-08-15 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325821,ON,APK8,45.7064,-78.1293,2019,8,9,2019-08-09 00:00:00,2019-08-11 00:00:00,0.10000000149,L,6,6b,Boreal Shield East,Bouclier bordal
325822,ON,BAN10,44.9575,-78.51309999999998,2019,8,18,2019-08-18 00:00:00,2019-08-19 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325823,ON,PET2,44.8565,-76.67449999999998,2019,7,30,2019-07-30 00:00:00,2019-08-03 00:00:00,0.300000011921,L,6,6b,Boreal Shield East,Bouclier bordal
325824,ON,APK30,45.8875,-77.68139999999998,2019,10,14,2019-10-14 00:00:00,2019-10-17 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325825,ON,APK1,45.425,-78.8365,2018,5,4,2018-05-04 00:00:00,2018-05-05 00:00:00,0.10000000149,H,6,6b,Boreal Shield East,Bouclier bordal
325826,ON,BAN1,44.6014,-78.19509999999998,2018,5,7,2018-05-07 00:00:00,2018-05-10 00:00:00,0.300000011921,H,6,6b,Boreal Shield East,Bouclier bordal
